feature0,feature1,result
0.24938287927091196,0.6783084915730607,2.897061904580682
0.056366367352636226,0.8253437751863892,2.8664542271389384
0.6716055912889097,0.4239777968930093,3.0971498308623464
0.3486948022501669,0.4339230472749611,2.756929722935401
0.7723343107404721,0.8765688770902824,3.6638295471237936
0.24808967875404186,0.40437374252051195,2.6813087950582513
0.49546139071383344,0.08224025682367209,2.618635391820267
0.7768071540559234,0.2863814974491732,3.094746436593483
0.32591500381358895,0.9336388595973405,3.211631761221346
0.24838691942581592,0.4983127340359499,2.7442852721028785
0.7432248235045507,0.7783155265764035,3.484856916893174
0.8851293179692873,0.7480476324241203,3.672640290673025
0.11800067255257851,0.2979197304839136,2.464790093052515
0.4553541766062785,0.8265901455815571,3.3300544821869886
0.17156272661503247,0.4445634496308156,2.6357395291387986
0.760248750503946,0.7445951960167758,3.4653531523603887
0.5835393655880189,0.5401421989152869,3.112217032926963
0.08119229893804836,0.3032525655242114,2.3595879292005346
0.8722028382896891,0.8947834382491975,3.7313482875010875
0.23074703082414572,0.3638065573559951,2.6388684099713227
0.05121068875828383,0.9321892462423844,2.970083854645864
0.6483728839531553,0.9563006860390137,3.6525227128008413
0.47554769587483225,0.48681146657395524,2.923410368814416
0.4317821086604521,0.7793275778865136,3.2470602062256626
0.4039379110018242,0.014421262823723469,2.4363098887446073
0.43217385725240653,0.7061767076993505,3.0924217046346727
0.706558255600029,0.35083923896861346,3.011410255215224
0.5723732131280106,0.6190773800984565,3.169587308980151
0.2969302589342038,0.3717109540574546,2.6388129656172934
0.29039023094507543,0.17637124073104338,2.444157399442207
0.9437771429160798,0.8733929223445205,3.815221018951536
0.43399013002605935,0.40748140067716665,2.845421662506173
0.695471703435182,0.5575283374279429,3.289868053999323
0.27247091974195636,0.5862284730742786,2.855065081484375
0.004171615766293213,0.6933858827595049,2.738859568412044
0.8525600220972048,0.6115404190952181,3.4960083715848196
0.2004682030020405,0.8453231948064721,3.007679033637424
0.42626105092960753,0.4927657185442016,2.9158041162729638
0.867951596654923,0.964616568173645,3.8518726633353544
0.4752223076395954,0.6425730908001931,3.1574997967567078
0.24231070863466309,0.1836583669082985,2.377246958716431
0.027165703773172067,0.6804152091787066,2.7567952031515417
0.7476364693337065,0.24187180238151718,2.9467425780493914
0.25223514689336013,0.6994617975573318,2.9322601753493287
0.7133679291231382,0.17445987720321365,2.8952187778224014
0.3839330859310478,0.524665422138165,2.947702404372128
0.3492896775120713,0.7832611405762268,3.087365772165927
0.7795664437824263,0.2864742118870993,3.074780425589383
0.43835952404137113,0.3789396913885127,2.8026638654290448
0.5042067048882973,0.026156232547455693,2.507029168143169
0.32133648667241965,0.5255398115223201,2.885317812954249
0.5943866072028241,0.9222023768710391,3.532362797688292
0.5609193946545826,0.31081694111613756,2.8451037106242243
0.658793268461987,0.9331601287306501,3.558720204197561
0.987735338184868,0.8845416316984087,3.8232450610378645
0.6200781772771491,0.4092850298470013,3.0258946810512293
0.8007195404257675,0.09903705148935671,2.8974876730787384
0.681913763673408,0.7144644196092634,3.4346863733848156
0.9495744717634986,0.04807476484949025,2.9622057845385514
0.7488088157413287,0.7345685974059808,3.459587933862437
0.32650988648215096,0.8750041934279907,3.1541547389457856
0.3860709068532546,0.5319190161272034,2.9222056185213026
0.9281008818589195,0.8788882123972367,3.8313320869167167
0.9704591901191215,0.8510895858188319,3.7940222099461587
0.9443664373260731,0.44485212097087823,3.401842220655486
0.28328209018973705,0.8086611515570186,3.131066595643267
0.961303993812448,0.4803945154038606,3.4105500220825617
0.3264062344535653,0.18842620803775334,2.5287028349759093
0.4181045753426901,0.8749684415247403,3.28020551817483
0.5150572359510507,0.9599643207150853,3.5169472540907574
0.6013959750955169,0.5254970554963997,3.1062697266756865
0.5236518731090621,0.42257776467113173,2.995138191044235
0.025391143717930387,0.0662736864314536,2.0751040153727676
0.8935548188944249,0.35965077913335863,3.2403315955643315
0.9109721032839759,0.8986117730575027,3.7907798754385755
0.3792268837224195,0.888502724549568,3.3120322614262445
0.8020873906837929,0.00918456507618104,2.847670417100472
0.5453948350104533,0.4899303137069111,3.0347764715392542
0.9414162349758143,0.31866735664016554,3.2982897467315455
0.3772115212633441,0.4164384117132792,2.8120116480572985
0.9423092974059545,0.6691548575699552,3.628275429778868
0.6580595171170143,0.16803979248479628,2.8116523372604827
0.7793072983390097,0.6188715582008164,3.379063004486239
0.6103385785006906,0.8490312091115624,3.490049305769289
0.9752717835562443,0.766476776602322,3.755167755127809
0.3017094619457732,0.9435529666874212,3.203050744807111
0.34816539320701445,0.6583490118578058,2.985736754484203
0.5119858139938066,0.2432928935536557,2.722986023604962
0.7982907700396269,0.22998594174159193,3.0600445836887222
0.2991942510217027,0.3327749459513445,2.6342170697051586
0.1040968499347783,0.45390332291771607,2.5274935863419072
0.51655727140428,0.8450440631985162,3.378827111888359
0.1519263152633672,0.05807998078699472,2.2376881912416104
0.9360209028368308,0.773069928135127,3.7151245369930033
0.7971125765278172,0.7052977519009208,3.4862170213143893
0.6084783511028369,0.16211628191500993,2.816408195639012
0.007702874230955503,0.8029135286189858,2.765015636907786
0.725117498152414,0.3330531741756775,3.071951076597205
0.8128709168342533,0.14037554201451807,2.936672945364942
0.39924998024330405,0.3299379675791875,2.7757042799860363
